Spend,TimeToMarket,projectStartDate,com_id,proj_id
2113678,7,2020-10-30,b43e42bc-245e-11ee-a984-b05216279b15,d3fa4fc4-245e-11ee-a984-b05216279b15
2323922,14,2021-12-11,b43e42bc-245e-11ee-a984-b05216279b15,d3fa508c-245e-11ee-a984-b05216279b15
503816,8,2018-06-20,b43e42bc-245e-11ee-a984-b05216279b15,d3fa512c-245e-11ee-a984-b05216279b15
3066056,9,2019-01-02,b43e42bc-245e-11ee-a984-b05216279b15,d3fa51cc-245e-11ee-a984-b05216279b15
2285389.4,6,2019-08-07,b43e42bc-245e-11ee-a984-b05216279b15,d3fa5276-245e-11ee-a984-b05216279b15
1017067.8,9,2022-01-17,b43e42bc-245e-11ee-a984-b05216279b15,d3fa5320-245e-11ee-a984-b05216279b15
1498777,10,2021-12-16,b43e42bc-245e-11ee-a984-b05216279b15,d3fa53ca-245e-11ee-a984-b05216279b15
617345,14,2018-05-13,b43e42bc-245e-11ee-a984-b05216279b15,d3fa546a-245e-11ee-a984-b05216279b15
3121127.8,7,2020-02-03,b43e42bc-245e-11ee-a984-b05216279b15,d3fa550a-245e-11ee-a984-b05216279b15
2370411.4,11,2018-08-03,b43e42bc-245e-11ee-a984-b05216279b15,d3fa55b4-245e-11ee-a984-b05216279b15
2521919.4,15,2018-07-25,b43e42bc-245e-11ee-a984-b05216279b15,d3fa5654-245e-11ee-a984-b05216279b15
2289827.4,11,2022-07-24,b43e42bc-245e-11ee-a984-b05216279b15,d3fa56f4-245e-11ee-a984-b05216279b15
3092936,7,2018-03-16,b43e42bc-245e-11ee-a984-b05216279b15,d3fa57bc-245e-11ee-a984-b05216279b15
852563.6,7,2023-02-27,b43e5bee-245e-11ee-a984-b05216279b15,d3fa5866-245e-11ee-a984-b05216279b15
937424.6,9,2022-02-01,b43e5bee-245e-11ee-a984-b05216279b15,d3fa5906-245e-11ee-a984-b05216279b15
2091929,8,2023-04-04,b43e5bee-245e-11ee-a984-b05216279b15,d3fa59a6-245e-11ee-a984-b05216279b15
2310795,11,2020-04-11,b43e5bee-245e-11ee-a984-b05216279b15,d3fa5a46-245e-11ee-a984-b05216279b15
1074243.8,8,2019-01-07,b43e5bee-245e-11ee-a984-b05216279b15,d3fa5af0-245e-11ee-a984-b05216279b15
840113,14,2018-05-28,b43e5bee-245e-11ee-a984-b05216279b15,d3fa5b90-245e-11ee-a984-b05216279b15
1311208,12,2023-04-25,b43e5bee-245e-11ee-a984-b05216279b15,d3fa5c30-245e-11ee-a984-b05216279b15
1076833,13,2020-11-09,b43e5bee-245e-11ee-a984-b05216279b15,d3fa5cd0-245e-11ee-a984-b05216279b15
1781075,13,2018-06-14,b43e5bee-245e-11ee-a984-b05216279b15,d3fa5dac-245e-11ee-a984-b05216279b15
1316605,13,2022-06-17,b43e5bee-245e-11ee-a984-b05216279b15,d3fa5e56-245e-11ee-a984-b05216279b15
611195,8,2023-06-09,b43e5bee-245e-11ee-a984-b05216279b15,d3fa5eec-245e-11ee-a984-b05216279b15
848310,7,2021-10-10,b43e5bee-245e-11ee-a984-b05216279b15,d3fa5f78-245e-11ee-a984-b05216279b15
2776233.6,7,2022-02-19,b43e5bee-245e-11ee-a984-b05216279b15,d3fa600e-245e-11ee-a984-b05216279b15
3467574.6,9,2019-03-24,b43e5bee-245e-11ee-a984-b05216279b15,d3fa609a-245e-11ee-a984-b05216279b15
1535699,7,2020-04-19,b43e5bee-245e-11ee-a984-b05216279b15,d3fa613a-245e-11ee-a984-b05216279b15
2453163,9,2020-10-07,b43e5bee-245e-11ee-a984-b05216279b15,d3fa61e4-245e-11ee-a984-b05216279b15
1264933,14,2019-12-08,b43e5bee-245e-11ee-a984-b05216279b15,d3fa6298-245e-11ee-a984-b05216279b15
1013933,9,2020-11-16,b43e5bee-245e-11ee-a984-b05216279b15,d3fa6342-245e-11ee-a984-b05216279b15
2290850.8,13,2020-02-07,b43e5bee-245e-11ee-a984-b05216279b15,d3fa63e2-245e-11ee-a984-b05216279b15
2228029,11,2019-12-16,b43e5bee-245e-11ee-a984-b05216279b15,d3fa64a0-245e-11ee-a984-b05216279b15
1394862,13,2019-02-16,b43e5bee-245e-11ee-a984-b05216279b15,d3fa6540-245e-11ee-a984-b05216279b15
1361084.2,10,2020-07-12,b43e5bee-245e-11ee-a984-b05216279b15,d3fa65cc-245e-11ee-a984-b05216279b15
762091.4,12,2019-02-21,b43e5bee-245e-11ee-a984-b05216279b15,d3fa6662-245e-11ee-a984-b05216279b15
2956032.8,10,2022-09-01,b43e5bee-245e-11ee-a984-b05216279b15,d3fa6702-245e-11ee-a984-b05216279b15
1110153.8,9,2019-09-01,b43e5bee-245e-11ee-a984-b05216279b15,d3fa67d4-245e-11ee-a984-b05216279b15
2997698.2,11,2021-02-18,b43e5bee-245e-11ee-a984-b05216279b15,d3fa686a-245e-11ee-a984-b05216279b15
1416171.4,9,2020-02-04,b43e5bee-245e-11ee-a984-b05216279b15,d3fa6914-245e-11ee-a984-b05216279b15
1122218,7,2022-04-12,b43e8100-245e-11ee-a984-b05216279b15,d3fa69aa-245e-11ee-a984-b05216279b15
1778078,15,2023-06-07,b43e8100-245e-11ee-a984-b05216279b15,d3fa6a4a-245e-11ee-a984-b05216279b15
1337370,6,2023-05-01,b43e8100-245e-11ee-a984-b05216279b15,d3fa6af4-245e-11ee-a984-b05216279b15
1289324,6,2021-10-22,b43e8100-245e-11ee-a984-b05216279b15,d3fa6bf8-245e-11ee-a984-b05216279b15
1607999,14,2022-12-07,b43e8100-245e-11ee-a984-b05216279b15,d3fa6c98-245e-11ee-a984-b05216279b15
2519596.8,9,2022-01-24,b43e8100-245e-11ee-a984-b05216279b15,d3fa6d42-245e-11ee-a984-b05216279b15
1249991,9,2019-12-04,b43e8100-245e-11ee-a984-b05216279b15,d3fa6de2-245e-11ee-a984-b05216279b15
2233484.4,12,2020-01-31,b43e8100-245e-11ee-a984-b05216279b15,d3fa6e82-245e-11ee-a984-b05216279b15
608972,8,2022-10-31,b43e8100-245e-11ee-a984-b05216279b15,d3fa6f0e-245e-11ee-a984-b05216279b15
2078895,6,2022-11-29,b43e8100-245e-11ee-a984-b05216279b15,d3fa6fae-245e-11ee-a984-b05216279b15
3265304,13,2023-02-14,b43e8100-245e-11ee-a984-b05216279b15,d3fa703a-245e-11ee-a984-b05216279b15
933759.4,13,2023-02-14,b43e8100-245e-11ee-a984-b05216279b15,d3fa70d0-245e-11ee-a984-b05216279b15
804159,11,2018-04-24,b43e8100-245e-11ee-a984-b05216279b15,d3fa7170-245e-11ee-a984-b05216279b15
1508348,9,2022-11-22,b43e8100-245e-11ee-a984-b05216279b15,d3fa71fc-245e-11ee-a984-b05216279b15
628575,14,2018-06-15,b43e8100-245e-11ee-a984-b05216279b15,d3fa727e-245e-11ee-a984-b05216279b15
2259896,12,2018-05-30,b43e8100-245e-11ee-a984-b05216279b15,d3fa730a-245e-11ee-a984-b05216279b15
2427042.8,8,2023-01-20,b43e8100-245e-11ee-a984-b05216279b15,d3fa73d2-245e-11ee-a984-b05216279b15
1243817.4,14,2021-01-26,b43e8100-245e-11ee-a984-b05216279b15,d3fa7468-245e-11ee-a984-b05216279b15
1820698,8,2022-06-22,b43e8100-245e-11ee-a984-b05216279b15,d3fa751c-245e-11ee-a984-b05216279b15
2261852.6,6,2019-07-01,b43e8100-245e-11ee-a984-b05216279b15,d3fa75bc-245e-11ee-a984-b05216279b15
2474513,15,2019-04-05,b43e8100-245e-11ee-a984-b05216279b15,d3fa765c-245e-11ee-a984-b05216279b15
1910682.2,7,2019-01-28,b43e8100-245e-11ee-a984-b05216279b15,d3fa76fc-245e-11ee-a984-b05216279b15
1896469.4,10,2018-02-25,b43e9ab4-245e-11ee-a984-b05216279b15,d3fa7792-245e-11ee-a984-b05216279b15
788492.6,11,2018-01-02,b43e9ab4-245e-11ee-a984-b05216279b15,d3fa7828-245e-11ee-a984-b05216279b15
1920194,13,2022-11-13,b43e9ab4-245e-11ee-a984-b05216279b15,d3fa78c8-245e-11ee-a984-b05216279b15
2343574,13,2021-11-08,b43e9ab4-245e-11ee-a984-b05216279b15,d3fa795e-245e-11ee-a984-b05216279b15
1048128.2,12,2019-01-31,b43e9ab4-245e-11ee-a984-b05216279b15,d3fa79f4-245e-11ee-a984-b05216279b15
1446654,11,2018-05-09,b43e9ab4-245e-11ee-a984-b05216279b15,d3fa7a94-245e-11ee-a984-b05216279b15
668424,8,2020-11-10,b43e9ab4-245e-11ee-a984-b05216279b15,d3fa7b34-245e-11ee-a984-b05216279b15
2234633.8,15,2022-03-08,b43e9ab4-245e-11ee-a984-b05216279b15,d3fa7bca-245e-11ee-a984-b05216279b15
2184635,14,2019-06-17,b43e9ab4-245e-11ee-a984-b05216279b15,d3fa7c6a-245e-11ee-a984-b05216279b15
823180,6,2023-05-04,b43e9ab4-245e-11ee-a984-b05216279b15,d3fa7d0a-245e-11ee-a984-b05216279b15
2329055,12,2018-06-09,b43e9ab4-245e-11ee-a984-b05216279b15,d3fa7daa-245e-11ee-a984-b05216279b15
1209236,14,2018-06-17,b43e9ab4-245e-11ee-a984-b05216279b15,d3fa7e4a-245e-11ee-a984-b05216279b15
1208736,14,2018-10-10,b43e9ab4-245e-11ee-a984-b05216279b15,d3fa7ef4-245e-11ee-a984-b05216279b15
2269512,9,2019-03-18,b43e9ab4-245e-11ee-a984-b05216279b15,d3fa7f94-245e-11ee-a984-b05216279b15
840022,12,2020-12-27,b43e9ab4-245e-11ee-a984-b05216279b15,d3fa8048-245e-11ee-a984-b05216279b15
757568,14,2018-03-04,b43e9ab4-245e-11ee-a984-b05216279b15,d3fa80e8-245e-11ee-a984-b05216279b15
2021008,6,2019-05-06,b43e9ab4-245e-11ee-a984-b05216279b15,d3fa8188-245e-11ee-a984-b05216279b15
1191482,11,2020-04-08,b43e9ab4-245e-11ee-a984-b05216279b15,d3fa821e-245e-11ee-a984-b05216279b15
1008025.2,11,2018-03-12,b43e9ab4-245e-11ee-a984-b05216279b15,d3fa82c8-245e-11ee-a984-b05216279b15
3483720.8,6,2022-03-04,b43e9ab4-245e-11ee-a984-b05216279b15,d3fa835e-245e-11ee-a984-b05216279b15
1178856,15,2022-07-13,b43e9ab4-245e-11ee-a984-b05216279b15,d3fa83fe-245e-11ee-a984-b05216279b15
1692927.6,10,2019-03-12,b43e9ab4-245e-11ee-a984-b05216279b15,d3fa8494-245e-11ee-a984-b05216279b15
2058729.4,12,2022-01-19,b43e9ab4-245e-11ee-a984-b05216279b15,d3fa8584-245e-11ee-a984-b05216279b15
801620,10,2020-10-10,b43e9ab4-245e-11ee-a984-b05216279b15,d3fa862e-245e-11ee-a984-b05216279b15
2177400,7,2021-10-01,b43e9ab4-245e-11ee-a984-b05216279b15,d3fa86ce-245e-11ee-a984-b05216279b15
2430086.4,15,2022-01-08,b43e9ab4-245e-11ee-a984-b05216279b15,d3fa8778-245e-11ee-a984-b05216279b15
1345715,13,2020-10-19,b43e9ab4-245e-11ee-a984-b05216279b15,d3fa8822-245e-11ee-a984-b05216279b15
1468171.6,10,2021-08-20,b43eb47c-245e-11ee-a984-b05216279b15,d3fa88cc-245e-11ee-a984-b05216279b15
514245,7,2021-06-26,b43eb47c-245e-11ee-a984-b05216279b15,d3fa896c-245e-11ee-a984-b05216279b15
2268934,9,2021-05-20,b43eb47c-245e-11ee-a984-b05216279b15,d3fa8a0c-245e-11ee-a984-b05216279b15
1777679.4,12,2018-02-05,b43eb47c-245e-11ee-a984-b05216279b15,d3fa8ab6-245e-11ee-a984-b05216279b15
3347341.2,10,2022-07-02,b43eb47c-245e-11ee-a984-b05216279b15,d3fa8b7e-245e-11ee-a984-b05216279b15
1171730,15,2019-02-18,b43eb47c-245e-11ee-a984-b05216279b15,d3fa8c28-245e-11ee-a984-b05216279b15
1156389,9,2018-11-20,b43eb47c-245e-11ee-a984-b05216279b15,d3fa8cc8-245e-11ee-a984-b05216279b15
2083708,8,2021-11-13,b43eb47c-245e-11ee-a984-b05216279b15,d3fa8d5e-245e-11ee-a984-b05216279b15
2907935.8,9,2019-08-31,b43eb47c-245e-11ee-a984-b05216279b15,d3fa8de0-245e-11ee-a984-b05216279b15
993703.2,15,2022-08-21,b43eb47c-245e-11ee-a984-b05216279b15,d3fa8e76-245e-11ee-a984-b05216279b15
1717147.6,8,2023-01-16,b43eb47c-245e-11ee-a984-b05216279b15,d3fa8ef8-245e-11ee-a984-b05216279b15
3074647.8,10,2022-09-02,b43eb47c-245e-11ee-a984-b05216279b15,d3fa8f84-245e-11ee-a984-b05216279b15
1603087,13,2022-10-11,b43eb47c-245e-11ee-a984-b05216279b15,d3fa901a-245e-11ee-a984-b05216279b15
1393889,7,2022-05-27,b43eb47c-245e-11ee-a984-b05216279b15,d3fa909c-245e-11ee-a984-b05216279b15
720311.2,11,2023-02-16,b43eb47c-245e-11ee-a984-b05216279b15,d3fa9132-245e-11ee-a984-b05216279b15
3158527.4,6,2018-01-06,b43eb47c-245e-11ee-a984-b05216279b15,d3fa91e6-245e-11ee-a984-b05216279b15
1767320.8,14,2018-08-12,b43eb47c-245e-11ee-a984-b05216279b15,d3fa927c-245e-11ee-a984-b05216279b15
2141693,13,2020-06-09,b43eb47c-245e-11ee-a984-b05216279b15,d3fa9312-245e-11ee-a984-b05216279b15
1075536,9,2023-04-18,b43eb47c-245e-11ee-a984-b05216279b15,d3fa93a8-245e-11ee-a984-b05216279b15
1004473,15,2023-05-16,b43eb47c-245e-11ee-a984-b05216279b15,d3fa943e-245e-11ee-a984-b05216279b15
2393035.4,10,2020-02-23,b43eb47c-245e-11ee-a984-b05216279b15,d3fa94de-245e-11ee-a984-b05216279b15
1903784,10,2019-10-29,b43eb47c-245e-11ee-a984-b05216279b15,d3fa9574-245e-11ee-a984-b05216279b15
1315156,6,2018-05-11,b43eb47c-245e-11ee-a984-b05216279b15,d3fa9614-245e-11ee-a984-b05216279b15
2362779,6,2021-10-05,b43eb47c-245e-11ee-a984-b05216279b15,d3fa96b4-245e-11ee-a984-b05216279b15
1340315,10,2018-06-27,b43eb47c-245e-11ee-a984-b05216279b15,d3fa9754-245e-11ee-a984-b05216279b15
3141847.8,10,2020-03-10,b43eb47c-245e-11ee-a984-b05216279b15,d3fa97f4-245e-11ee-a984-b05216279b15
2838549,7,2020-03-18,b43eb47c-245e-11ee-a984-b05216279b15,d3fa989e-245e-11ee-a984-b05216279b15
1569117,7,2018-05-09,b43eb47c-245e-11ee-a984-b05216279b15,d3fa993e-245e-11ee-a984-b05216279b15
1722236,11,2018-11-08,b43ed006-245e-11ee-a984-b05216279b15,d3fa99de-245e-11ee-a984-b05216279b15
3144534.4,9,2020-07-24,b43ed006-245e-11ee-a984-b05216279b15,d3fa9a88-245e-11ee-a984-b05216279b15
3309859,12,2019-07-08,b43ed006-245e-11ee-a984-b05216279b15,d3fa9b3c-245e-11ee-a984-b05216279b15
1140018.6,10,2022-01-03,b43ed006-245e-11ee-a984-b05216279b15,d3fa9bdc-245e-11ee-a984-b05216279b15
2716590.8,12,2020-02-22,b43ed006-245e-11ee-a984-b05216279b15,d3fa9cae-245e-11ee-a984-b05216279b15
1201670.4,6,2021-08-14,b43ed006-245e-11ee-a984-b05216279b15,d3fa9d4e-245e-11ee-a984-b05216279b15
3169776.4,15,2022-07-10,b43ed006-245e-11ee-a984-b05216279b15,d3fa9de4-245e-11ee-a984-b05216279b15
825929,9,2022-04-23,b43ed006-245e-11ee-a984-b05216279b15,d3fa9e7a-245e-11ee-a984-b05216279b15
500804,10,2020-04-16,b43ed006-245e-11ee-a984-b05216279b15,d3fa9f1a-245e-11ee-a984-b05216279b15
2009918.4,7,2019-01-12,b43ed006-245e-11ee-a984-b05216279b15,d3fa9fba-245e-11ee-a984-b05216279b15
