ApprovalStatus,Date,proj_id,drug_id
Approved,2022-06-13,d3fa4b32-245e-11ee-a984-b05216279b15,ded06522-245f-11ee-a984-b05216279b15
Approved,2022-06-15,d3fa4fc4-245e-11ee-a984-b05216279b15,ded06586-245f-11ee-a984-b05216279b15
Approved,2022-06-06,d3fa51cc-245e-11ee-a984-b05216279b15,ded06626-245f-11ee-a984-b05216279b15
Approved,2022-06-10,d3fa5276-245e-11ee-a984-b05216279b15,ded0668a-245f-11ee-a984-b05216279b15
Approved,2022-06-12,d3fa57bc-245e-11ee-a984-b05216279b15,ded066e4-245f-11ee-a984-b05216279b15
Approved,2022-06-21,d3fa5b90-245e-11ee-a984-b05216279b15,ded06734-245f-11ee-a984-b05216279b15
Approved,2022-05-10,d3fa5c30-245e-11ee-a984-b05216279b15,ded06798-245f-11ee-a984-b05216279b15
Approved,2022-05-20,d3fa5cd0-245e-11ee-a984-b05216279b15,ded067e8-245f-11ee-a984-b05216279b15
Approved,2022-04-23,d3fa5f78-245e-11ee-a984-b05216279b15,ded06842-245f-11ee-a984-b05216279b15
Approved,2022-07-24,d3fa600e-245e-11ee-a984-b05216279b15,ded068ba-245f-11ee-a984-b05216279b15
Approved,2022-07-26,d3fa609a-245e-11ee-a984-b05216279b15,ded06914-245f-11ee-a984-b05216279b15
Approved,2022-04-24,d3fa6342-245e-11ee-a984-b05216279b15,ded06964-245f-11ee-a984-b05216279b15
Approved,2022-07-23,d3fa63e2-245e-11ee-a984-b05216279b15,ded069be-245f-11ee-a984-b05216279b15
Approved,2022-06-19,d3fa6540-245e-11ee-a984-b05216279b15,ded06a22-245f-11ee-a984-b05216279b15
Approved,2022-06-05,d3fa6702-245e-11ee-a984-b05216279b15,ded06a7c-245f-11ee-a984-b05216279b15
Approved,2022-07-08,d3fa6c98-245e-11ee-a984-b05216279b15,ded06ad6-245f-11ee-a984-b05216279b15
Approved,2022-06-17,d3fa6d42-245e-11ee-a984-b05216279b15,ded06b26-245f-11ee-a984-b05216279b15
Approved,2022-04-13,d3fa6e82-245e-11ee-a984-b05216279b15,ded06b80-245f-11ee-a984-b05216279b15
Approved,2022-07-23,d3fa703a-245e-11ee-a984-b05216279b15,ded06be4-245f-11ee-a984-b05216279b15
Approved,2022-05-26,d3fa70d0-245e-11ee-a984-b05216279b15,ded06c3e-245f-11ee-a984-b05216279b15
Approved,2022-07-11,d3fa71fc-245e-11ee-a984-b05216279b15,ded06c98-245f-11ee-a984-b05216279b15
Approved,2022-05-01,d3fa7792-245e-11ee-a984-b05216279b15,ded06d4c-245f-11ee-a984-b05216279b15
Approved,2022-05-22,d3fa7828-245e-11ee-a984-b05216279b15,ded06dba-245f-11ee-a984-b05216279b15
Approved,2022-06-07,d3fa795e-245e-11ee-a984-b05216279b15,ded06e28-245f-11ee-a984-b05216279b15
Approved,2022-06-21,d3fa7e4a-245e-11ee-a984-b05216279b15,ded06e8c-245f-11ee-a984-b05216279b15
Approved,2022-05-24,d3fa7ef4-245e-11ee-a984-b05216279b15,ded06ee6-245f-11ee-a984-b05216279b15
Approved,2022-07-11,d3fa8048-245e-11ee-a984-b05216279b15,ded06f7c-245f-11ee-a984-b05216279b15
Approved,2022-05-18,d3fa835e-245e-11ee-a984-b05216279b15,ded06ffe-245f-11ee-a984-b05216279b15
Approved,2022-05-03,d3fa83fe-245e-11ee-a984-b05216279b15,ded0704e-245f-11ee-a984-b05216279b15
Approved,2022-05-26,d3fa8494-245e-11ee-a984-b05216279b15,ded070bc-245f-11ee-a984-b05216279b15
Approved,2022-06-12,d3fa8584-245e-11ee-a984-b05216279b15,ded07170-245f-11ee-a984-b05216279b15
Approved,2022-04-14,d3fa862e-245e-11ee-a984-b05216279b15,ded071de-245f-11ee-a984-b05216279b15
Approved,2022-07-19,d3fa8822-245e-11ee-a984-b05216279b15,ded07292-245f-11ee-a984-b05216279b15
Approved,2022-06-20,d3fa8a0c-245e-11ee-a984-b05216279b15,ded072ec-245f-11ee-a984-b05216279b15
Approved,2022-07-13,d3fa8d5e-245e-11ee-a984-b05216279b15,ded07350-245f-11ee-a984-b05216279b15
Approved,2022-05-21,d3fa8e76-245e-11ee-a984-b05216279b15,ded073d2-245f-11ee-a984-b05216279b15
Approved,2022-06-15,d3fa8ef8-245e-11ee-a984-b05216279b15,ded07454-245f-11ee-a984-b05216279b15
Approved,2022-07-31,d3fa9132-245e-11ee-a984-b05216279b15,ded0751c-245f-11ee-a984-b05216279b15
Approved,2022-04-09,d3fa91e6-245e-11ee-a984-b05216279b15,ded0760c-245f-11ee-a984-b05216279b15
Approved,2022-08-02,d3fa927c-245e-11ee-a984-b05216279b15,ded076a2-245f-11ee-a984-b05216279b15
Approved,2022-06-26,d3fa93a8-245e-11ee-a984-b05216279b15,ded076fc-245f-11ee-a984-b05216279b15
Approved,2022-05-13,d3fa943e-245e-11ee-a984-b05216279b15,ded077a6-245f-11ee-a984-b05216279b15
Approved,2022-07-28,d3fa96b4-245e-11ee-a984-b05216279b15,ded07832-245f-11ee-a984-b05216279b15
Approved,2022-07-05,d3fa9754-245e-11ee-a984-b05216279b15,ded078aa-245f-11ee-a984-b05216279b15
Approved,2022-04-24,d3fa989e-245e-11ee-a984-b05216279b15,ded07904-245f-11ee-a984-b05216279b15
Approved,2022-04-26,d3fa9a88-245e-11ee-a984-b05216279b15,ded0795e-245f-11ee-a984-b05216279b15
Approved,2022-05-04,d3fa9b3c-245e-11ee-a984-b05216279b15,ded079ae-245f-11ee-a984-b05216279b15
Approved,2022-04-07,d3fa9d4e-245e-11ee-a984-b05216279b15,ded079fe-245f-11ee-a984-b05216279b15
Approved,2022-04-13,d3fa9e7a-245e-11ee-a984-b05216279b15,ded07a4e-245f-11ee-a984-b05216279b15
Approved,2022-05-17,d3fa9f1a-245e-11ee-a984-b05216279b15,ded07aa8-245f-11ee-a984-b05216279b15
Approved,2022-07-04,d3faa10e-245e-11ee-a984-b05216279b15,ded07b0c-245f-11ee-a984-b05216279b15
Approved,2022-06-26,d3faa3e8-245e-11ee-a984-b05216279b15,ded07b70-245f-11ee-a984-b05216279b15
Approved,2022-04-10,d3faa546-245e-11ee-a984-b05216279b15,ded07bfc-245f-11ee-a984-b05216279b15
Approved,2022-05-23,d3faa5dc-245e-11ee-a984-b05216279b15,ded07cc4-245f-11ee-a984-b05216279b15
Approved,2022-05-08,d3faa67c-245e-11ee-a984-b05216279b15,ded07d32-245f-11ee-a984-b05216279b15
Approved,2022-08-01,d3faaa78-245e-11ee-a984-b05216279b15,ded07d96-245f-11ee-a984-b05216279b15
Approved,2022-04-05,d3faab18-245e-11ee-a984-b05216279b15,ded07dfa-245f-11ee-a984-b05216279b15
Approved,2022-04-09,d3faad7a-245e-11ee-a984-b05216279b15,ded07e68-245f-11ee-a984-b05216279b15
Approved,2022-06-05,d3faae10-245e-11ee-a984-b05216279b15,ded07ec2-245f-11ee-a984-b05216279b15
Approved,2022-06-18,d3faaf14-245e-11ee-a984-b05216279b15,ded07f26-245f-11ee-a984-b05216279b15
Approved,2022-07-28,d3faafa0-245e-11ee-a984-b05216279b15,ded07f8a-245f-11ee-a984-b05216279b15
Approved,2022-04-19,d3fab2de-245e-11ee-a984-b05216279b15,ded080c0-245f-11ee-a984-b05216279b15
Approved,2022-06-04,d3fab48c-245e-11ee-a984-b05216279b15,ded08138-245f-11ee-a984-b05216279b15
Approved,2022-07-10,d3fab50e-245e-11ee-a984-b05216279b15,ded0819c-245f-11ee-a984-b05216279b15
Approved,2022-04-15,d3fab5a4-245e-11ee-a984-b05216279b15,ded08200-245f-11ee-a984-b05216279b15
Approved,2022-06-26,d3fab78e-245e-11ee-a984-b05216279b15,ded082a0-245f-11ee-a984-b05216279b15
Approved,2022-06-10,d3fab82e-245e-11ee-a984-b05216279b15,ded082fa-245f-11ee-a984-b05216279b15
Approved,2022-07-17,d3fab964-245e-11ee-a984-b05216279b15,ded0834a-245f-11ee-a984-b05216279b15
Approved,2022-06-06,d3faba04-245e-11ee-a984-b05216279b15,ded083ae-245f-11ee-a984-b05216279b15
Approved,2022-04-18,d3fabe0a-245e-11ee-a984-b05216279b15,ded08430-245f-11ee-a984-b05216279b15
Approved,2022-07-05,d3fac206-245e-11ee-a984-b05216279b15,ded08494-245f-11ee-a984-b05216279b15
Approved,2022-07-08,d3fac350-245e-11ee-a984-b05216279b15,ded084f8-245f-11ee-a984-b05216279b15
Approved,2022-07-29,d3fac3e6-245e-11ee-a984-b05216279b15,ded0855c-245f-11ee-a984-b05216279b15
Approved,2022-05-10,d3fac472-245e-11ee-a984-b05216279b15,ded085b6-245f-11ee-a984-b05216279b15
Approved,2022-07-16,d3fac508-245e-11ee-a984-b05216279b15,ded0861a-245f-11ee-a984-b05216279b15
Approved,2022-07-27,d3fac634-245e-11ee-a984-b05216279b15,ded0867e-245f-11ee-a984-b05216279b15
Approved,2022-04-27,d3fac6d4-245e-11ee-a984-b05216279b15,ded086d8-245f-11ee-a984-b05216279b15
Approved,2022-06-26,d3fac8b4-245e-11ee-a984-b05216279b15,ded08750-245f-11ee-a984-b05216279b15
Approved,2022-05-25,d3fac954-245e-11ee-a984-b05216279b15,ded087aa-245f-11ee-a984-b05216279b15
Approved,2022-05-12,d3faca3a-245e-11ee-a984-b05216279b15,ded0880e-245f-11ee-a984-b05216279b15
Approved,2022-04-09,d3face9a-245e-11ee-a984-b05216279b15,ded08868-245f-11ee-a984-b05216279b15
Approved,2022-07-03,d3facfe4-245e-11ee-a984-b05216279b15,ded088c2-245f-11ee-a984-b05216279b15
Approved,2022-06-13,d3fad08e-245e-11ee-a984-b05216279b15,ded08926-245f-11ee-a984-b05216279b15
Approved,2022-06-08,d3fad282-245e-11ee-a984-b05216279b15,ded0898a-245f-11ee-a984-b05216279b15
Approved,2022-06-16,d3fad336-245e-11ee-a984-b05216279b15,ded089e4-245f-11ee-a984-b05216279b15
Approved,2022-06-14,d3fad55c-245e-11ee-a984-b05216279b15,ded08a66-245f-11ee-a984-b05216279b15
Approved,2022-05-09,d3fad750-245e-11ee-a984-b05216279b15,ded08aca-245f-11ee-a984-b05216279b15
Approved,2022-05-29,d3fad7fa-245e-11ee-a984-b05216279b15,ded08b2e-245f-11ee-a984-b05216279b15
Approved,2022-06-21,d3fad8a4-245e-11ee-a984-b05216279b15,ded08b9c-245f-11ee-a984-b05216279b15
Approved,2022-07-22,d3fada34-245e-11ee-a984-b05216279b15,ded08c00-245f-11ee-a984-b05216279b15
Approved,2022-06-15,d3fade3a-245e-11ee-a984-b05216279b15,ded08c64-245f-11ee-a984-b05216279b15
Approved,2022-05-29,d3fadeda-245e-11ee-a984-b05216279b15,ded08cbe-245f-11ee-a984-b05216279b15
Approved,2022-05-18,d3fae13c-245e-11ee-a984-b05216279b15,ded08d22-245f-11ee-a984-b05216279b15
Approved,2022-07-06,d3fae1d2-245e-11ee-a984-b05216279b15,ded08d86-245f-11ee-a984-b05216279b15
Approved,2022-06-11,d3fae268-245e-11ee-a984-b05216279b15,ded08de0-245f-11ee-a984-b05216279b15
Approved,2022-07-26,d3fae3a8-245e-11ee-a984-b05216279b15,ded08e44-245f-11ee-a984-b05216279b15
Approved,2022-05-01,d3fae4f2-245e-11ee-a984-b05216279b15,ded08ea8-245f-11ee-a984-b05216279b15
Approved,2022-06-15,d3fae632-245e-11ee-a984-b05216279b15,ded08f0c-245f-11ee-a984-b05216279b15
Approved,2022-07-06,d3fae6d2-245e-11ee-a984-b05216279b15,ded08f70-245f-11ee-a984-b05216279b15
Approved,2022-06-25,d3faeb1e-245e-11ee-a984-b05216279b15,ded08fca-245f-11ee-a984-b05216279b15
Approved,2022-04-24,d3faed80-245e-11ee-a984-b05216279b15,ded0902e-245f-11ee-a984-b05216279b15
Approved,2022-07-21,d3faeeac-245e-11ee-a984-b05216279b15,ded09092-245f-11ee-a984-b05216279b15
Approved,2022-07-07,d3faffdc-245e-11ee-a984-b05216279b15,ded090f6-245f-11ee-a984-b05216279b15
Approved,2022-04-09,d3fb059a-245e-11ee-a984-b05216279b15,ded0915a-245f-11ee-a984-b05216279b15
Approved,2022-06-02,d3fb0932-245e-11ee-a984-b05216279b15,ded091be-245f-11ee-a984-b05216279b15
Approved,2022-06-04,d3fb0aea-245e-11ee-a984-b05216279b15,ded0922c-245f-11ee-a984-b05216279b15
Approved,2022-06-18,d3fb0bc6-245e-11ee-a984-b05216279b15,ded09290-245f-11ee-a984-b05216279b15
Approved,2022-07-31,d3fb0e64-245e-11ee-a984-b05216279b15,ded092ea-245f-11ee-a984-b05216279b15
Approved,2022-05-03,d3fb127e-245e-11ee-a984-b05216279b15,ded093a8-245f-11ee-a984-b05216279b15
Approved,2022-06-26,d3fb172e-245e-11ee-a984-b05216279b15,ded09416-245f-11ee-a984-b05216279b15
Approved,2022-06-17,d3fb1aa8-245e-11ee-a984-b05216279b15,ded0947a-245f-11ee-a984-b05216279b15
Approved,2022-06-21,d3fb1b84-245e-11ee-a984-b05216279b15,ded094de-245f-11ee-a984-b05216279b15
Approved,2022-06-29,d3fb1c2e-245e-11ee-a984-b05216279b15,ded09538-245f-11ee-a984-b05216279b15
Approved,2022-07-12,d3fb1d5a-245e-11ee-a984-b05216279b15,ded09592-245f-11ee-a984-b05216279b15
Approved,2022-05-05,d3fb1df0-245e-11ee-a984-b05216279b15,ded09600-245f-11ee-a984-b05216279b15
Approved,2022-05-19,d3fb1f08-245e-11ee-a984-b05216279b15,ded0965a-245f-11ee-a984-b05216279b15
Approved,2022-05-07,d3fb20ca-245e-11ee-a984-b05216279b15,ded096be-245f-11ee-a984-b05216279b15
Approved,2022-07-26,d3fb2156-245e-11ee-a984-b05216279b15,ded09722-245f-11ee-a984-b05216279b15
Approved,2022-06-14,d3fb23c2-245e-11ee-a984-b05216279b15,ded0977c-245f-11ee-a984-b05216279b15
Approved,2022-05-24,d3fb2502-245e-11ee-a984-b05216279b15,ded097e0-245f-11ee-a984-b05216279b15
Approved,2022-05-02,d3fb25a2-245e-11ee-a984-b05216279b15,ded09844-245f-11ee-a984-b05216279b15
Approved,2022-05-13,d3fb2642-245e-11ee-a984-b05216279b15,ded0989e-245f-11ee-a984-b05216279b15
Approved,2022-04-29,d3fb26e2-245e-11ee-a984-b05216279b15,ded0990c-245f-11ee-a984-b05216279b15
Approved,2022-05-30,d3fb2b06-245e-11ee-a984-b05216279b15,ded09970-245f-11ee-a984-b05216279b15
Approved,2022-06-01,d3fb2cfa-245e-11ee-a984-b05216279b15,ded09a2e-245f-11ee-a984-b05216279b15
Approved,2022-05-27,d3fb2fa2-245e-11ee-a984-b05216279b15,ded09a92-245f-11ee-a984-b05216279b15
Approved,2022-05-25,d3fb3222-245e-11ee-a984-b05216279b15,ded09b00-245f-11ee-a984-b05216279b15
Approved,2022-06-23,d3fb3358-245e-11ee-a984-b05216279b15,ded09b64-245f-11ee-a984-b05216279b15
Approved,2022-04-30,d3fb35f6-245e-11ee-a984-b05216279b15,ded09bd2-245f-11ee-a984-b05216279b15
Approved,2022-07-04,d3fb3876-245e-11ee-a984-b05216279b15,ded09c36-245f-11ee-a984-b05216279b15
Approved,2022-06-28,d3fb3916-245e-11ee-a984-b05216279b15,ded09c90-245f-11ee-a984-b05216279b15
Approved,2022-07-11,d3fb3a92-245e-11ee-a984-b05216279b15,ded09cf4-245f-11ee-a984-b05216279b15
Approved,2022-07-12,d3fb3ef2-245e-11ee-a984-b05216279b15,ded09d58-245f-11ee-a984-b05216279b15
Approved,2022-06-11,d3fb4136-245e-11ee-a984-b05216279b15,ded09db2-245f-11ee-a984-b05216279b15
Approved,2022-05-05,d3fb4262-245e-11ee-a984-b05216279b15,ded09e16-245f-11ee-a984-b05216279b15
Approved,2022-04-20,d3fb4596-245e-11ee-a984-b05216279b15,ded09e7a-245f-11ee-a984-b05216279b15
Approved,2022-05-14,d3fb4abe-245e-11ee-a984-b05216279b15,ded09ede-245f-11ee-a984-b05216279b15
Approved,2022-04-21,d3fb4b90-245e-11ee-a984-b05216279b15,ded09f42-245f-11ee-a984-b05216279b15
Approved,2022-08-02,d3fb5040-245e-11ee-a984-b05216279b15,ded09fb0-245f-11ee-a984-b05216279b15
Approved,2022-04-14,d3fb5158-245e-11ee-a984-b05216279b15,ded0a014-245f-11ee-a984-b05216279b15
Approved,2022-05-16,d3fb51ee-245e-11ee-a984-b05216279b15,ded0a06e-245f-11ee-a984-b05216279b15
Approved,2022-06-28,d3fb5d6a-245e-11ee-a984-b05216279b15,ded0a0d2-245f-11ee-a984-b05216279b15
Approved,2022-07-08,d3fb5e82-245e-11ee-a984-b05216279b15,ded0a136-245f-11ee-a984-b05216279b15
Approved,2022-04-13,d3fb6242-245e-11ee-a984-b05216279b15,ded0a19a-245f-11ee-a984-b05216279b15
Approved,2022-04-17,d3fb653a-245e-11ee-a984-b05216279b15,ded0a1f4-245f-11ee-a984-b05216279b15
Approved,2022-04-10,d3fb65da-245e-11ee-a984-b05216279b15,ded0a258-245f-11ee-a984-b05216279b15
Approved,2022-04-15,d3fb671a-245e-11ee-a984-b05216279b15,ded0a2bc-245f-11ee-a984-b05216279b15
Approved,2022-06-20,d3fb67ba-245e-11ee-a984-b05216279b15,ded0a334-245f-11ee-a984-b05216279b15
Approved,2022-07-03,d3fb6850-245e-11ee-a984-b05216279b15,ded0a398-245f-11ee-a984-b05216279b15
Approved,2022-06-26,d3fb6d14-245e-11ee-a984-b05216279b15,ded0a406-245f-11ee-a984-b05216279b15
Approved,2022-07-30,d3fb6f12-245e-11ee-a984-b05216279b15,ded0a46a-245f-11ee-a984-b05216279b15
Approved,2022-04-20,d3fb7246-245e-11ee-a984-b05216279b15,ded0a4ce-245f-11ee-a984-b05216279b15
Approved,2022-07-02,d3fb72e6-245e-11ee-a984-b05216279b15,ded0a528-245f-11ee-a984-b05216279b15
Approved,2022-07-06,d3fb737c-245e-11ee-a984-b05216279b15,ded0a596-245f-11ee-a984-b05216279b15
Approved,2022-04-15,d3fb7534-245e-11ee-a984-b05216279b15,ded0a5fa-245f-11ee-a984-b05216279b15
Approved,2022-06-08,d3fb75e8-245e-11ee-a984-b05216279b15,ded0a65e-245f-11ee-a984-b05216279b15
Approved,2022-05-06,d3fb7bc4-245e-11ee-a984-b05216279b15,ded0a6b8-245f-11ee-a984-b05216279b15
Approved,2022-05-07,d3fb7f52-245e-11ee-a984-b05216279b15,ded0a730-245f-11ee-a984-b05216279b15
Approved,2022-07-03,d3fb811e-245e-11ee-a984-b05216279b15,ded0a7d0-245f-11ee-a984-b05216279b15
Approved,2022-05-04,d3fb8588-245e-11ee-a984-b05216279b15,ded0a82a-245f-11ee-a984-b05216279b15
Approved,2022-04-13,d3fb866e-245e-11ee-a984-b05216279b15,ded0a88e-245f-11ee-a984-b05216279b15
Approved,2022-05-24,d3fb8754-245e-11ee-a984-b05216279b15,ded0a8f2-245f-11ee-a984-b05216279b15
Approved,2022-04-11,d3fb8902-245e-11ee-a984-b05216279b15,ded0a956-245f-11ee-a984-b05216279b15
Approved,2022-06-28,d3fb8af6-245e-11ee-a984-b05216279b15,ded0a9ba-245f-11ee-a984-b05216279b15
Approved,2022-07-23,d3fb8cb8-245e-11ee-a984-b05216279b15,ded0aa1e-245f-11ee-a984-b05216279b15
Approved,2022-07-28,d3fb8f4c-245e-11ee-a984-b05216279b15,ded0aa82-245f-11ee-a984-b05216279b15
Approved,2022-07-16,d3fb90fa-245e-11ee-a984-b05216279b15,ded0aae6-245f-11ee-a984-b05216279b15
Approved,2022-07-19,d3fb91d6-245e-11ee-a984-b05216279b15,ded0ab4a-245f-11ee-a984-b05216279b15
Approved,2022-06-29,d3fb9398-245e-11ee-a984-b05216279b15,ded0abae-245f-11ee-a984-b05216279b15
Approved,2022-06-20,d3fb9474-245e-11ee-a984-b05216279b15,ded0ac12-245f-11ee-a984-b05216279b15
Approved,2022-05-16,d3fb9550-245e-11ee-a984-b05216279b15,ded0ac6c-245f-11ee-a984-b05216279b15
Approved,2022-05-24,d3fb962c-245e-11ee-a984-b05216279b15,ded0acd0-245f-11ee-a984-b05216279b15
Approved,2022-07-23,d3fb9708-245e-11ee-a984-b05216279b15,ded0ad2a-245f-11ee-a984-b05216279b15
Approved,2022-06-10,d3fb97e4-245e-11ee-a984-b05216279b15,ded0ad84-245f-11ee-a984-b05216279b15
Approved,2022-06-22,d3fb98c0-245e-11ee-a984-b05216279b15,ded0ade8-245f-11ee-a984-b05216279b15
Approved,2022-06-19,d3fb99a6-245e-11ee-a984-b05216279b15,ded0ae4c-245f-11ee-a984-b05216279b15
Approved,2022-05-16,d3fb9c44-245e-11ee-a984-b05216279b15,ded0aeb0-245f-11ee-a984-b05216279b15
Approved,2022-05-05,d3fb9d20-245e-11ee-a984-b05216279b15,ded0af28-245f-11ee-a984-b05216279b15
Approved,2022-07-09,d3fb9e06-245e-11ee-a984-b05216279b15,ded0af8c-245f-11ee-a984-b05216279b15
Approved,2022-06-25,d3fb9ee2-245e-11ee-a984-b05216279b15,ded0aff0-245f-11ee-a984-b05216279b15
Approved,2022-06-16,d3fb9fc8-245e-11ee-a984-b05216279b15,ded0b054-245f-11ee-a984-b05216279b15
Approved,2022-07-24,d3fba428-245e-11ee-a984-b05216279b15,ded0b0c2-245f-11ee-a984-b05216279b15
Approved,2022-07-14,d3fba6d0-245e-11ee-a984-b05216279b15,ded0b130-245f-11ee-a984-b05216279b15
Approved,2022-05-11,d3fba7c0-245e-11ee-a984-b05216279b15,ded0b194-245f-11ee-a984-b05216279b15
Approved,2022-04-13,d3fbab26-245e-11ee-a984-b05216279b15,ded0b1f8-245f-11ee-a984-b05216279b15
Approved,2022-05-06,d3fbad10-245e-11ee-a984-b05216279b15,ded0b266-245f-11ee-a984-b05216279b15
Approved,2022-06-23,d3fbafa4-245e-11ee-a984-b05216279b15,ded0b2ca-245f-11ee-a984-b05216279b15
Approved,2022-05-12,d3fbb08a-245e-11ee-a984-b05216279b15,ded0b32e-245f-11ee-a984-b05216279b15
Approved,2022-05-27,d3fbb1f2-245e-11ee-a984-b05216279b15,ded0b3f6-245f-11ee-a984-b05216279b15
Approved,2022-07-19,d3fbb288-245e-11ee-a984-b05216279b15,ded0b464-245f-11ee-a984-b05216279b15
Approved,2022-04-20,d3fbb3be-245e-11ee-a984-b05216279b15,ded0b4c8-245f-11ee-a984-b05216279b15
Approved,2022-06-23,d3fbe9a6-245e-11ee-a984-b05216279b15,ded0b52c-245f-11ee-a984-b05216279b15
Approved,2022-04-24,d3fbeb5e-245e-11ee-a984-b05216279b15,ded0b59a-245f-11ee-a984-b05216279b15
Approved,2022-06-17,d3fbec3a-245e-11ee-a984-b05216279b15,ded0b608-245f-11ee-a984-b05216279b15
Approved,2022-05-26,d3fbefaa-245e-11ee-a984-b05216279b15,ded0b6d0-245f-11ee-a984-b05216279b15
Approved,2022-04-15,d3fbf162-245e-11ee-a984-b05216279b15,ded0b752-245f-11ee-a984-b05216279b15
Approved,2022-06-17,d3fbf23e-245e-11ee-a984-b05216279b15,ded0b7c0-245f-11ee-a984-b05216279b15
Approved,2022-07-28,d3fbf4d2-245e-11ee-a984-b05216279b15,ded0b824-245f-11ee-a984-b05216279b15
Approved,2022-06-15,d3fbf5ae-245e-11ee-a984-b05216279b15,ded0b892-245f-11ee-a984-b05216279b15
Approved,2022-05-12,d3fbf68a-245e-11ee-a984-b05216279b15,ded0b8f6-245f-11ee-a984-b05216279b15
Approved,2022-04-11,d3fbfaf4-245e-11ee-a984-b05216279b15,ded0b964-245f-11ee-a984-b05216279b15
Approved,2022-07-10,d3fbfbee-245e-11ee-a984-b05216279b15,ded0b9be-245f-11ee-a984-b05216279b15
Approved,2022-05-02,d3fbfdce-245e-11ee-a984-b05216279b15,ded0ba22-245f-11ee-a984-b05216279b15
Approved,2022-07-19,d3fc0116-245e-11ee-a984-b05216279b15,ded0ba9a-245f-11ee-a984-b05216279b15
Approved,2022-04-04,d3fc024c-245e-11ee-a984-b05216279b15,ded0bae0-245f-11ee-a984-b05216279b15
Approved,2022-05-26,d3fc0364-245e-11ee-a984-b05216279b15,ded0bb4e-245f-11ee-a984-b05216279b15
Approved,2022-05-30,d3fc04ae-245e-11ee-a984-b05216279b15,ded0bbb2-245f-11ee-a984-b05216279b15
Approved,2022-05-24,d3fc0544-245e-11ee-a984-b05216279b15,ded0bc16-245f-11ee-a984-b05216279b15
Approved,2022-04-05,d3fc05ee-245e-11ee-a984-b05216279b15,ded0bc7a-245f-11ee-a984-b05216279b15
Approved,2022-04-28,d3fc072e-245e-11ee-a984-b05216279b15,ded0bcde-245f-11ee-a984-b05216279b15
Approved,2022-07-27,d3fc07c4-245e-11ee-a984-b05216279b15,ded0bd4c-245f-11ee-a984-b05216279b15
Approved,2022-04-17,d3fc0904-245e-11ee-a984-b05216279b15,ded0bdb0-245f-11ee-a984-b05216279b15
Approved,2022-08-03,d3fc0dd2-245e-11ee-a984-b05216279b15,ded0be14-245f-11ee-a984-b05216279b15
