Name,Quarter,revenue,com_id
Houston Ltd,2022Q3,84889610,b43f08be-245e-11ee-a984-b05216279b15
Houston Ltd,2023Q1,103379666,b43f08be-245e-11ee-a984-b05216279b15
Houston Ltd,2023Q3,110973574,b43f08be-245e-11ee-a984-b05216279b15
"Chapman, Smith and Cardenas",2018Q3,125670635,b43f1fb6-245e-11ee-a984-b05216279b15
"Chapman, Smith and Cardenas",2019Q3,87032821,b43f1fb6-245e-11ee-a984-b05216279b15
"Chapman, Smith and Cardenas",2020Q3,90312220,b43f1fb6-245e-11ee-a984-b05216279b15
"Chapman, Smith and Cardenas",2020Q4,95486032,b43f1fb6-245e-11ee-a984-b05216279b15
"Chapman, Smith and Cardenas",2023Q3,110280972,b43f1fb6-245e-11ee-a984-b05216279b15
"Zuniga, Perry and Jennings",2019Q1,73311569,b43f35b4-245e-11ee-a984-b05216279b15
"Zuniga, Perry and Jennings",2019Q3,104808160,b43f35b4-245e-11ee-a984-b05216279b15
"Zuniga, Perry and Jennings",2020Q1,112631782,b43f35b4-245e-11ee-a984-b05216279b15
"Zuniga, Perry and Jennings",2020Q3,78977950,b43f35b4-245e-11ee-a984-b05216279b15
"Zuniga, Perry and Jennings",2020Q4,93843815,b43f35b4-245e-11ee-a984-b05216279b15
"Zuniga, Perry and Jennings",2021Q1,73299031,b43f35b4-245e-11ee-a984-b05216279b15
"Zuniga, Perry and Jennings",2022Q3,115926847,b43f35b4-245e-11ee-a984-b05216279b15
"Zuniga, Perry and Jennings",2022Q4,73995518,b43f35b4-245e-11ee-a984-b05216279b15
"Zuniga, Perry and Jennings",2023Q3,83151597,b43f35b4-245e-11ee-a984-b05216279b15
"Walker, Saunders and Davis",2018Q1,128683360,b43f4b3a-245e-11ee-a984-b05216279b15
"Walker, Saunders and Davis",2019Q1,94302817,b43f4b3a-245e-11ee-a984-b05216279b15
"Walker, Saunders and Davis",2019Q4,96463545,b43f4b3a-245e-11ee-a984-b05216279b15
"Walker, Saunders and Davis",2020Q2,56706493,b43f4b3a-245e-11ee-a984-b05216279b15
"Walker, Saunders and Davis",2020Q3,77740031,b43f4b3a-245e-11ee-a984-b05216279b15
"Walker, Saunders and Davis",2021Q2,59298877,b43f4b3a-245e-11ee-a984-b05216279b15
"Walker, Saunders and Davis",2021Q4,96664298,b43f4b3a-245e-11ee-a984-b05216279b15
"Walker, Saunders and Davis",2022Q2,68023074,b43f4b3a-245e-11ee-a984-b05216279b15
"Walker, Saunders and Davis",2023Q3,112563106,b43f4b3a-245e-11ee-a984-b05216279b15
Jones Inc,2018Q1,120504049,b43f612e-245e-11ee-a984-b05216279b15
Jones Inc,2019Q1,98205122,b43f612e-245e-11ee-a984-b05216279b15
Jones Inc,2019Q4,61391679,b43f612e-245e-11ee-a984-b05216279b15
Jones Inc,2020Q1,73424713,b43f612e-245e-11ee-a984-b05216279b15
Jones Inc,2020Q3,74626449,b43f612e-245e-11ee-a984-b05216279b15
Jones Inc,2021Q2,91005063,b43f612e-245e-11ee-a984-b05216279b15
Jones Inc,2022Q2,62708585,b43f612e-245e-11ee-a984-b05216279b15
Jones Inc,2023Q1,105987648,b43f612e-245e-11ee-a984-b05216279b15
Jones Inc,2023Q3,99161203,b43f612e-245e-11ee-a984-b05216279b15
Vaughn-Schroeder,2019Q2,59828245,b43f760a-245e-11ee-a984-b05216279b15
Vaughn-Schroeder,2019Q3,103444292,b43f760a-245e-11ee-a984-b05216279b15
Vaughn-Schroeder,2019Q4,93807296,b43f760a-245e-11ee-a984-b05216279b15
Vaughn-Schroeder,2021Q3,128071396,b43f760a-245e-11ee-a984-b05216279b15
Vaughn-Schroeder,2022Q2,86674589,b43f760a-245e-11ee-a984-b05216279b15
Vaughn-Schroeder,2023Q3,116511493,b43f760a-245e-11ee-a984-b05216279b15
Ramirez Inc,2018Q1,87318228,b43f8f3c-245e-11ee-a984-b05216279b15
Ramirez Inc,2019Q2,81166195,b43f8f3c-245e-11ee-a984-b05216279b15
Ramirez Inc,2019Q3,119598429,b43f8f3c-245e-11ee-a984-b05216279b15
Ramirez Inc,2022Q3,104475387,b43f8f3c-245e-11ee-a984-b05216279b15
Ramirez Inc,2023Q1,82806008,b43f8f3c-245e-11ee-a984-b05216279b15
Ramirez Inc,2023Q3,126248257,b43f8f3c-245e-11ee-a984-b05216279b15
Riley and Sons,2018Q1,96197122,b43fa9ea-245e-11ee-a984-b05216279b15
Riley and Sons,2018Q2,92208209,b43fa9ea-245e-11ee-a984-b05216279b15
Riley and Sons,2018Q4,54528288,b43fa9ea-245e-11ee-a984-b05216279b15
Riley and Sons,2019Q1,79440359,b43fa9ea-245e-11ee-a984-b05216279b15
Riley and Sons,2019Q2,98982685,b43fa9ea-245e-11ee-a984-b05216279b15
Riley and Sons,2020Q1,84788657,b43fa9ea-245e-11ee-a984-b05216279b15
Riley and Sons,2020Q2,76324441,b43fa9ea-245e-11ee-a984-b05216279b15
Riley and Sons,2020Q3,131412472,b43fa9ea-245e-11ee-a984-b05216279b15
Riley and Sons,2020Q4,72017509,b43fa9ea-245e-11ee-a984-b05216279b15
Riley and Sons,2022Q1,130735049,b43fa9ea-245e-11ee-a984-b05216279b15
Riley and Sons,2022Q2,64453529,b43fa9ea-245e-11ee-a984-b05216279b15
Riley and Sons,2023Q2,58574767,b43fa9ea-245e-11ee-a984-b05216279b15
Riley and Sons,2023Q3,114887193,b43fa9ea-245e-11ee-a984-b05216279b15
"Schwartz, Shields and Gomez",2018Q1,106358387,b43fc466-245e-11ee-a984-b05216279b15
"Schwartz, Shields and Gomez",2018Q2,73765207,b43fc466-245e-11ee-a984-b05216279b15
"Schwartz, Shields and Gomez",2018Q3,71866009,b43fc466-245e-11ee-a984-b05216279b15
"Schwartz, Shields and Gomez",2019Q1,94752278,b43fc466-245e-11ee-a984-b05216279b15
"Schwartz, Shields and Gomez",2019Q2,51837919,b43fc466-245e-11ee-a984-b05216279b15
"Schwartz, Shields and Gomez",2019Q3,89760454,b43fc466-245e-11ee-a984-b05216279b15
"Schwartz, Shields and Gomez",2020Q2,51353084,b43fc466-245e-11ee-a984-b05216279b15
"Schwartz, Shields and Gomez",2020Q3,86448177,b43fc466-245e-11ee-a984-b05216279b15
"Schwartz, Shields and Gomez",2021Q1,96734862,b43fc466-245e-11ee-a984-b05216279b15
"Schwartz, Shields and Gomez",2021Q3,131996040,b43fc466-245e-11ee-a984-b05216279b15
"Schwartz, Shields and Gomez",2022Q4,78247408,b43fc466-245e-11ee-a984-b05216279b15
"Gay, Johnson and King",2018Q1,133361275,b440007a-245e-11ee-a984-b05216279b15
"Gay, Johnson and King",2019Q3,139209191,b440007a-245e-11ee-a984-b05216279b15
"Gay, Johnson and King",2020Q3,118106624,b440007a-245e-11ee-a984-b05216279b15
"Gay, Johnson and King",2021Q1,99441449,b440007a-245e-11ee-a984-b05216279b15
"Gay, Johnson and King",2021Q2,53494958,b440007a-245e-11ee-a984-b05216279b15
"Gay, Johnson and King",2021Q3,134761776,b440007a-245e-11ee-a984-b05216279b15
"Gay, Johnson and King",2022Q1,100985700,b440007a-245e-11ee-a984-b05216279b15
"Gay, Johnson and King",2022Q3,88644309,b440007a-245e-11ee-a984-b05216279b15
"Gay, Johnson and King",2023Q2,99869646,b440007a-245e-11ee-a984-b05216279b15
"Gay, Johnson and King",2023Q3,117083930,b440007a-245e-11ee-a984-b05216279b15
"Colon, Simpson and Jackson",2019Q2,72815910,b440228a-245e-11ee-a984-b05216279b15
"Colon, Simpson and Jackson",2020Q4,88066557,b440228a-245e-11ee-a984-b05216279b15
"Colon, Simpson and Jackson",2021Q2,99497656,b440228a-245e-11ee-a984-b05216279b15
"Colon, Simpson and Jackson",2022Q2,77725998,b440228a-245e-11ee-a984-b05216279b15
"Colon, Simpson and Jackson",2022Q3,90372450,b440228a-245e-11ee-a984-b05216279b15
"Colon, Simpson and Jackson",2023Q1,72937356,b440228a-245e-11ee-a984-b05216279b15
"Colon, Simpson and Jackson",2023Q3,124236685,b440228a-245e-11ee-a984-b05216279b15
"Griffin, Brown and Fowler",2018Q1,85379627,b4403ec8-245e-11ee-a984-b05216279b15
"Griffin, Brown and Fowler",2020Q2,74829242,b4403ec8-245e-11ee-a984-b05216279b15
"Griffin, Brown and Fowler",2020Q4,73677392,b4403ec8-245e-11ee-a984-b05216279b15
"Griffin, Brown and Fowler",2021Q3,76281326,b4403ec8-245e-11ee-a984-b05216279b15
"Griffin, Brown and Fowler",2021Q4,78977115,b4403ec8-245e-11ee-a984-b05216279b15
"Griffin, Brown and Fowler",2022Q1,72570241,b4403ec8-245e-11ee-a984-b05216279b15
"Griffin, Brown and Fowler",2022Q3,136677550,b4403ec8-245e-11ee-a984-b05216279b15
"Griffin, Brown and Fowler",2023Q1,79883263,b4403ec8-245e-11ee-a984-b05216279b15
"Griffin, Brown and Fowler",2023Q3,130718733,b4403ec8-245e-11ee-a984-b05216279b15
Escobar Inc,2018Q4,71360467,b440585e-245e-11ee-a984-b05216279b15
Escobar Inc,2019Q4,99174003,b440585e-245e-11ee-a984-b05216279b15
Escobar Inc,2020Q3,73184454,b440585e-245e-11ee-a984-b05216279b15
Escobar Inc,2021Q1,129112181,b440585e-245e-11ee-a984-b05216279b15
Escobar Inc,2021Q2,77497829,b440585e-245e-11ee-a984-b05216279b15
Escobar Inc,2022Q2,80230495,b440585e-245e-11ee-a984-b05216279b15
Escobar Inc,2022Q4,60131641,b440585e-245e-11ee-a984-b05216279b15
Escobar Inc,2023Q2,98393587,b440585e-245e-11ee-a984-b05216279b15
Escobar Inc,2023Q3,112071859,b440585e-245e-11ee-a984-b05216279b15
"Petty, Lang and Bell",2018Q1,97126764,b440715e-245e-11ee-a984-b05216279b15
"Petty, Lang and Bell",2018Q4,50059147,b440715e-245e-11ee-a984-b05216279b15
"Petty, Lang and Bell",2019Q1,129714678,b440715e-245e-11ee-a984-b05216279b15
"Petty, Lang and Bell",2019Q2,62742809,b440715e-245e-11ee-a984-b05216279b15
"Petty, Lang and Bell",2019Q4,79716536,b440715e-245e-11ee-a984-b05216279b15
"Petty, Lang and Bell",2020Q1,111993499,b440715e-245e-11ee-a984-b05216279b15
"Petty, Lang and Bell",2023Q3,108543961,b440715e-245e-11ee-a984-b05216279b15
King-Schmidt,2018Q1,89089810,b4408b44-245e-11ee-a984-b05216279b15
King-Schmidt,2018Q2,52934312,b4408b44-245e-11ee-a984-b05216279b15
King-Schmidt,2018Q4,62266966,b4408b44-245e-11ee-a984-b05216279b15
King-Schmidt,2019Q1,93969013,b4408b44-245e-11ee-a984-b05216279b15
King-Schmidt,2019Q3,122904188,b4408b44-245e-11ee-a984-b05216279b15
King-Schmidt,2019Q4,76944134,b4408b44-245e-11ee-a984-b05216279b15
King-Schmidt,2022Q1,112261294,b4408b44-245e-11ee-a984-b05216279b15
King-Schmidt,2022Q4,51811427,b4408b44-245e-11ee-a984-b05216279b15
"Reid, Williams and Lester",2018Q1,128981773,b440a606-245e-11ee-a984-b05216279b15
"Reid, Williams and Lester",2021Q3,112919130,b440a606-245e-11ee-a984-b05216279b15
"Reid, Williams and Lester",2021Q4,75441237,b440a606-245e-11ee-a984-b05216279b15
"Reid, Williams and Lester",2023Q1,88521396,b440a606-245e-11ee-a984-b05216279b15
"Reid, Williams and Lester",2023Q2,62190233,b440a606-245e-11ee-a984-b05216279b15
"Reid, Williams and Lester",2023Q3,101009326,b440a606-245e-11ee-a984-b05216279b15
Rubio Inc,2018Q3,103614600,b440bf7e-245e-11ee-a984-b05216279b15
Rubio Inc,2019Q1,83681416,b440bf7e-245e-11ee-a984-b05216279b15
Rubio Inc,2020Q4,93309802,b440bf7e-245e-11ee-a984-b05216279b15
Rubio Inc,2021Q3,72673246,b440bf7e-245e-11ee-a984-b05216279b15
Rubio Inc,2022Q2,67529047,b440bf7e-245e-11ee-a984-b05216279b15
Rubio Inc,2023Q3,87821659,b440bf7e-245e-11ee-a984-b05216279b15
Deleon PLC,2018Q2,84146195,b440d7fc-245e-11ee-a984-b05216279b15
Deleon PLC,2018Q3,90314670,b440d7fc-245e-11ee-a984-b05216279b15
Deleon PLC,2019Q1,122497150,b440d7fc-245e-11ee-a984-b05216279b15
Deleon PLC,2019Q2,97089196,b440d7fc-245e-11ee-a984-b05216279b15
Deleon PLC,2019Q3,110542199,b440d7fc-245e-11ee-a984-b05216279b15
Deleon PLC,2020Q1,125500104,b440d7fc-245e-11ee-a984-b05216279b15
Deleon PLC,2020Q2,54141768,b440d7fc-245e-11ee-a984-b05216279b15
Deleon PLC,2020Q4,74363820,b440d7fc-245e-11ee-a984-b05216279b15
Deleon PLC,2022Q1,138388808,b440d7fc-245e-11ee-a984-b05216279b15
Deleon PLC,2022Q3,131341473,b440d7fc-245e-11ee-a984-b05216279b15
Deleon PLC,2023Q1,90244725,b440d7fc-245e-11ee-a984-b05216279b15
Deleon PLC,2023Q3,90419707,b440d7fc-245e-11ee-a984-b05216279b15
Butler-Johnston,2018Q1,75102540,b440ed82-245e-11ee-a984-b05216279b15
Butler-Johnston,2018Q2,77038449,b440ed82-245e-11ee-a984-b05216279b15
Butler-Johnston,2018Q3,81181451,b440ed82-245e-11ee-a984-b05216279b15
Butler-Johnston,2019Q2,91995484,b440ed82-245e-11ee-a984-b05216279b15
Butler-Johnston,2020Q4,84685310,b440ed82-245e-11ee-a984-b05216279b15
Butler-Johnston,2021Q3,139776744,b440ed82-245e-11ee-a984-b05216279b15
Butler-Johnston,2022Q1,134824055,b440ed82-245e-11ee-a984-b05216279b15
Butler-Johnston,2022Q3,88013595,b440ed82-245e-11ee-a984-b05216279b15
Butler-Johnston,2023Q2,63300977,b440ed82-245e-11ee-a984-b05216279b15
Butler-Johnston,2023Q3,103350017,b440ed82-245e-11ee-a984-b05216279b15
"Harris, Garcia and Osborn",2018Q1,119172423,b4410416-245e-11ee-a984-b05216279b15
"Harris, Garcia and Osborn",2019Q1,106270252,b4410416-245e-11ee-a984-b05216279b15
"Harris, Garcia and Osborn",2019Q2,87730431,b4410416-245e-11ee-a984-b05216279b15
"Harris, Garcia and Osborn",2020Q2,57088714,b4410416-245e-11ee-a984-b05216279b15
"Harris, Garcia and Osborn",2023Q1,102264253,b4410416-245e-11ee-a984-b05216279b15
"Harris, Garcia and Osborn",2023Q2,53783630,b4410416-245e-11ee-a984-b05216279b15
"Harris, Garcia and Osborn",2023Q3,99257853,b4410416-245e-11ee-a984-b05216279b15
"Brown, Frazier and Alvarez",2018Q1,128068229,b4411b68-245e-11ee-a984-b05216279b15
"Brown, Frazier and Alvarez",2018Q2,71621163,b4411b68-245e-11ee-a984-b05216279b15
"Brown, Frazier and Alvarez",2018Q3,106031321,b4411b68-245e-11ee-a984-b05216279b15
"Brown, Frazier and Alvarez",2018Q4,91839241,b4411b68-245e-11ee-a984-b05216279b15
"Brown, Frazier and Alvarez",2019Q3,82677408,b4411b68-245e-11ee-a984-b05216279b15
"Brown, Frazier and Alvarez",2020Q2,73354993,b4411b68-245e-11ee-a984-b05216279b15
"Brown, Frazier and Alvarez",2020Q3,138397417,b4411b68-245e-11ee-a984-b05216279b15
"Brown, Frazier and Alvarez",2020Q4,91041937,b4411b68-245e-11ee-a984-b05216279b15
"Brown, Frazier and Alvarez",2021Q3,71184370,b4411b68-245e-11ee-a984-b05216279b15
"Brown, Frazier and Alvarez",2022Q2,77594653,b4411b68-245e-11ee-a984-b05216279b15
"Brown, Frazier and Alvarez",2022Q4,84948490,b4411b68-245e-11ee-a984-b05216279b15
"Brown, Frazier and Alvarez",2023Q1,82116524,b4411b68-245e-11ee-a984-b05216279b15
"Brown, Frazier and Alvarez",2023Q3,132129954,b4411b68-245e-11ee-a984-b05216279b15
Sawyer-Logan,2018Q4,66642861,b441371a-245e-11ee-a984-b05216279b15
Sawyer-Logan,2019Q1,74786653,b441371a-245e-11ee-a984-b05216279b15
Sawyer-Logan,2019Q2,85521186,b441371a-245e-11ee-a984-b05216279b15
Sawyer-Logan,2019Q3,125909935,b441371a-245e-11ee-a984-b05216279b15
Sawyer-Logan,2020Q1,137328777,b441371a-245e-11ee-a984-b05216279b15
Sawyer-Logan,2020Q3,118637794,b441371a-245e-11ee-a984-b05216279b15
Sawyer-Logan,2020Q4,98487903,b441371a-245e-11ee-a984-b05216279b15
Sawyer-Logan,2021Q3,88916935,b441371a-245e-11ee-a984-b05216279b15
Sawyer-Logan,2022Q3,70508652,b441371a-245e-11ee-a984-b05216279b15
Sawyer-Logan,2023Q1,113544907,b441371a-245e-11ee-a984-b05216279b15
Sawyer-Logan,2023Q3,73623975,b441371a-245e-11ee-a984-b05216279b15
Turner Inc,2019Q1,74238892,b44150f6-245e-11ee-a984-b05216279b15
Turner Inc,2019Q2,59631013,b44150f6-245e-11ee-a984-b05216279b15
Turner Inc,2019Q3,82433220,b44150f6-245e-11ee-a984-b05216279b15
Turner Inc,2020Q3,77659337,b44150f6-245e-11ee-a984-b05216279b15
Turner Inc,2020Q4,64700836,b44150f6-245e-11ee-a984-b05216279b15
Turner Inc,2023Q3,71025834,b44150f6-245e-11ee-a984-b05216279b15
Gould-Jones,2018Q4,91380972,b441732e-245e-11ee-a984-b05216279b15
Gould-Jones,2019Q2,85102343,b441732e-245e-11ee-a984-b05216279b15
Gould-Jones,2020Q1,99741801,b441732e-245e-11ee-a984-b05216279b15
Gould-Jones,2021Q1,73191526,b441732e-245e-11ee-a984-b05216279b15
Gould-Jones,2022Q2,78391802,b441732e-245e-11ee-a984-b05216279b15
Gould-Jones,2023Q1,105404836,b441732e-245e-11ee-a984-b05216279b15
Gould-Jones,2023Q3,122692044,b441732e-245e-11ee-a984-b05216279b15
Moody Ltd,2018Q2,82114217,b4418e40-245e-11ee-a984-b05216279b15
Moody Ltd,2018Q3,76196915,b4418e40-245e-11ee-a984-b05216279b15
Moody Ltd,2018Q4,75651655,b4418e40-245e-11ee-a984-b05216279b15
Moody Ltd,2019Q1,77273053,b4418e40-245e-11ee-a984-b05216279b15
Moody Ltd,2019Q2,83462794,b4418e40-245e-11ee-a984-b05216279b15
Moody Ltd,2020Q1,86461145,b4418e40-245e-11ee-a984-b05216279b15
Moody Ltd,2020Q2,81267311,b4418e40-245e-11ee-a984-b05216279b15
Moody Ltd,2021Q2,51620222,b4418e40-245e-11ee-a984-b05216279b15
Moody Ltd,2022Q3,82349010,b4418e40-245e-11ee-a984-b05216279b15
Moody Ltd,2022Q4,89132952,b4418e40-245e-11ee-a984-b05216279b15
Moody Ltd,2023Q2,60296379,b4418e40-245e-11ee-a984-b05216279b15
Moody Ltd,2023Q3,100811305,b4418e40-245e-11ee-a984-b05216279b15
"Stevens, Washington and Johnson",2020Q1,135711700,b441a858-245e-11ee-a984-b05216279b15
"Stevens, Washington and Johnson",2021Q1,94103595,b441a858-245e-11ee-a984-b05216279b15
"Stevens, Washington and Johnson",2021Q2,55678823,b441a858-245e-11ee-a984-b05216279b15
"Stevens, Washington and Johnson",2022Q1,124666926,b441a858-245e-11ee-a984-b05216279b15
"Stevens, Washington and Johnson",2022Q2,84329442,b441a858-245e-11ee-a984-b05216279b15
"Stevens, Washington and Johnson",2023Q1,135811389,b441a858-245e-11ee-a984-b05216279b15
"Stevens, Washington and Johnson",2023Q3,77778519,b441a858-245e-11ee-a984-b05216279b15
Webb LLC,2018Q3,80840110,b441c108-245e-11ee-a984-b05216279b15
Webb LLC,2019Q1,111549373,b441c108-245e-11ee-a984-b05216279b15
Webb LLC,2019Q3,130166934,b441c108-245e-11ee-a984-b05216279b15
Webb LLC,2019Q4,52904460,b441c108-245e-11ee-a984-b05216279b15
